,,,,2,3,2,3,,,,,,,,,,,,,
444,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,disgust,12/14/2020 12:53,video,tennis,negative,0,,,,,,,,,12/14/2020 12:53,December,,,
445,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,heart,3/6/2021 10:03,video,tennis,positive,60,,,,,,,,,3/6/2021 10:03,March,,,
446,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,hate,10/12/2020 1:42,video,tennis,negative,5,,,,,,,,,10/12/2020 1:42,October,,,
447,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,like,11/14/2020 10:25,video,tennis,positive,50,,,,,,,,,11/14/2020 10:25,November,,,
448,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,scared,6/7/2021 12:44,video,tennis,negative,15,,,,,,,,,6/7/2021 12:44,June,,,
449,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,hate,2/13/2021 13:45,video,tennis,negative,5,,,,,,,,,2/13/2021 13:45,February,,,
450,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,love,5/8/2021 11:21,video,tennis,positive,65,,,,,,,,,5/8/2021 11:21,May,,,
451,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,scared,11/20/2020 19:09,video,tennis,negative,15,,,,,,,,,11/20/2020 19:09,November,,,
452,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,want,7/18/2020 3:52,video,tennis,positive,70,,,,,,,,,7/18/2020 3:52,July,,,
453,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,love,8/27/2020 15:23,video,tennis,positive,65,,,,,,,,,8/27/2020 15:23,August,,,
454,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,dislike,9/29/2020 2:49,video,tennis,negative,10,,,,,,,,,9/29/2020 2:49,September,,,
455,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,like,8/17/2020 14:29,video,tennis,positive,50,,,,,,,,,8/17/2020 14:29,August,,,
456,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,want,8/16/2020 17:45,video,tennis,positive,70,,,,,,,,,8/16/2020 17:45,August,,,
457,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,like,7/6/2020 0:08,video,tennis,positive,50,,,,,,,,,7/6/2020 0:08,July,,,
458,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,heart,7/22/2020 1:15,video,tennis,positive,60,,,,,,,,,7/22/2020 1:15,July,,,
459,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,scared,5/16/2021 13:24,video,tennis,negative,15,,,,,,,,,5/16/2021 13:24,May,,,
460,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,love,5/20/2021 22:09,video,tennis,positive,65,,,,,,,,,5/20/2021 22:09,May,,,
461,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,hate,2/11/2021 8:54,video,tennis,negative,5,,,,,,,,,2/11/2021 8:54,February,,,
462,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,intrigued,8/3/2020 17:58,video,tennis,positive,45,,,,,,,,,8/3/2020 17:58,August,,,
463,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,want,9/18/2020 16:29,video,tennis,positive,70,,,,,,,,,9/18/2020 16:29,September,,,
464,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,hate,3/27/2021 8:58,video,tennis,negative,5,,,,,,,,,3/27/2021 8:58,March,,,
465,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,dislike,7/13/2020 21:02,video,tennis,negative,10,,,,,,,,,7/13/2020 21:02,July,,,
466,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,super love,1/19/2021 3:07,video,tennis,positive,75,,,,,,,,,1/19/2021 3:07,January,,,
467,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,want,4/30/2021 6:11,video,tennis,positive,70,,,,,,,,,4/30/2021 6:11,April,,,
468,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,like,4/4/2021 1:34,video,tennis,positive,50,,,,,,,,,4/4/2021 1:34,April,,,
469,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,indifferent,2/3/2021 18:41,video,tennis,neutral,20,,,,,,,,,2/3/2021 18:41,February,,,
470,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,disgust,10/6/2020 10:20,video,tennis,negative,0,,,,,,,,,10/6/2020 10:20,October,,,
471,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,interested,11/7/2020 17:59,video,tennis,positive,30,,,,,,,,,11/7/2020 17:59,November,,,
472,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,dislike,12/22/2020 1:07,video,tennis,negative,10,,,,,,,,,12/22/2020 1:07,December,,,
473,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,indifferent,3/20/2021 14:45,video,tennis,neutral,20,,,,,,,,,3/20/2021 14:45,March,,,
474,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,intrigued,8/14/2020 9:02,video,tennis,positive,45,,,,,,,,,8/14/2020 9:02,August,,,
475,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,intrigued,9/20/2020 19:55,video,tennis,positive,45,,,,,,,,,9/20/2020 19:55,September,,,
476,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,scared,12/20/2020 16:12,video,tennis,negative,15,,,,,,,,,12/20/2020 16:12,December,,,
477,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,adore,5/8/2021 18:54,video,tennis,positive,72,,,,,,,,,5/8/2021 18:54,May,,,
478,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,peeking,10/23/2020 18:02,video,tennis,neutral,35,,,,,,,,,10/23/2020 18:02,October,,,
479,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,disgust,8/27/2020 15:08,video,tennis,negative,0,,,,,,,,,8/27/2020 15:08,August,,,
480,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,cherish,5/23/2021 4:59,video,tennis,positive,70,,,,,,,,,5/23/2021 4:59,May,,,
481,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,love,11/27/2020 2:50,video,tennis,positive,65,,,,,,,,,11/27/2020 2:50,November,,,
482,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,super love,4/16/2021 11:15,video,tennis,positive,75,,,,,,,,,4/16/2021 11:15,April,,,
483,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,hate,5/29/2021 4:12,video,tennis,negative,5,,,,,,,,,5/29/2021 4:12,May,,,
485,baa2db00-81ba-4c34-b17d-dd950bfa133b,worried,10/27/2020 22:11,GIF,soccer,negative,12,,,,,,,,,10/27/2020 22:11,October,,,
486,baa2db00-81ba-4c34-b17d-dd950bfa133b,intrigued,4/3/2021 5:44,GIF,soccer,positive,45,,,,,,,,,4/3/2021 5:44,April,,,
487,baa2db00-81ba-4c34-b17d-dd950bfa133b,dislike,6/29/2020 7:21,GIF,soccer,negative,10,,,,,,,,,6/29/2020 7:21,June,,,
488,baa2db00-81ba-4c34-b17d-dd950bfa133b,hate,9/24/2020 6:28,GIF,soccer,negative,5,,,,,,,,,9/24/2020 6:28,September,,,
489,baa2db00-81ba-4c34-b17d-dd950bfa133b,disgust,9/13/2020 8:14,GIF,soccer,negative,0,,,,,,,,,9/13/2020 8:14,September,,,
490,baa2db00-81ba-4c34-b17d-dd950bfa133b,disgust,8/19/2020 3:04,GIF,soccer,negative,0,,,,,,,,,8/19/2020 3:04,August,,,
491,baa2db00-81ba-4c34-b17d-dd950bfa133b,cherish,5/11/2021 19:35,GIF,soccer,positive,70,,,,,,,,,5/11/2021 19:35,May,,,
492,baa2db00-81ba-4c34-b17d-dd950bfa133b,indifferent,4/2/2021 19:50,GIF,soccer,neutral,20,,,,,,,,,4/2/2021 19:50,April,,,
493,baa2db00-81ba-4c34-b17d-dd950bfa133b,cherish,9/22/2020 1:23,GIF,soccer,positive,70,,,,,,,,,9/22/2020 1:23,September,,,
494,baa2db00-81ba-4c34-b17d-dd950bfa133b,scared,8/5/2020 16:00,GIF,soccer,negative,15,,,,,,,,,8/5/2020 16:00,August,,,
495,baa2db00-81ba-4c34-b17d-dd950bfa133b,indifferent,12/15/2020 21:35,GIF,soccer,neutral,20,,,,,,,,,12/15/2020 21:35,December,,,
496,baa2db00-81ba-4c34-b17d-dd950bfa133b,love,5/28/2021 7:57,GIF,soccer,positive,65,,,,,,,,,5/28/2021 7:57,May,,,
497,baa2db00-81ba-4c34-b17d-dd950bfa133b,love,6/9/2021 3:55,GIF,soccer,positive,65,,,,,,,,,6/9/2021 3:55,June,,,
498,baa2db00-81ba-4c34-b17d-dd950bfa133b,cherish,9/7/2020 15:21,GIF,soccer,positive,70,,,,,,,,,9/7/2020 15:21,September,,,
499,baa2db00-81ba-4c34-b17d-dd950bfa133b,dislike,8/8/2020 0:29,GIF,soccer,negative,10,,,,,,,,,8/8/2020 0:29,August,,,
500,baa2db00-81ba-4c34-b17d-dd950bfa133b,like,12/19/2020 19:32,GIF,soccer,positive,50,,,,,,,,,12/19/2020 19:32,December,,,
501,baa2db00-81ba-4c34-b17d-dd950bfa133b,hate,5/24/2021 6:17,GIF,soccer,negative,5,,,,,,,,,5/24/2021 6:17,May,,,
502,baa2db00-81ba-4c34-b17d-dd950bfa133b,worried,1/26/2021 7:25,GIF,soccer,negative,12,,,,,,,,,1/26/2021 7:25,January,,,
503,baa2db00-81ba-4c34-b17d-dd950bfa133b,super love,10/30/2020 16:05,GIF,soccer,positive,75,,,,,,,,,10/30/2020 16:05,October,,,
504,baa2db00-81ba-4c34-b17d-dd950bfa133b,heart,6/13/2021 16:05,GIF,soccer,positive,60,,,,,,,,,6/13/2021 16:05,June,,,
505,baa2db00-81ba-4c34-b17d-dd950bfa133b,interested,12/18/2020 2:24,GIF,soccer,positive,30,,,,,,,,,12/18/2020 2:24,December,,,
506,baa2db00-81ba-4c34-b17d-dd950bfa133b,scared,7/21/2020 16:09,GIF,soccer,negative,15,,,,,,,,,7/21/2020 16:09,July,,,
507,baa2db00-81ba-4c34-b17d-dd950bfa133b,like,2/5/2021 15:30,GIF,soccer,positive,50,,,,,,,,,2/5/2021 15:30,February,,,
508,baa2db00-81ba-4c34-b17d-dd950bfa133b,cherish,12/10/2020 5:51,GIF,soccer,positive,70,,,,,,,,,12/10/2020 5:51,December,,,
509,baa2db00-81ba-4c34-b17d-dd950bfa133b,love,9/26/2020 12:50,GIF,soccer,positive,65,,,,,,,,,9/26/2020 12:50,September,,,
510,baa2db00-81ba-4c34-b17d-dd950bfa133b,want,1/13/2021 16:16,GIF,soccer,positive,70,,,,,,,,,1/13/2021 16:16,January,,,
511,baa2db00-81ba-4c34-b17d-dd950bfa133b,like,11/12/2020 17:49,GIF,soccer,positive,50,,,,,,,,,11/12/2020 17:49,November,,,
512,baa2db00-81ba-4c34-b17d-dd950bfa133b,disgust,3/9/2021 21:30,GIF,soccer,negative,0,,,,,,,,,3/9/2021 21:30,March,,,
513,baa2db00-81ba-4c34-b17d-dd950bfa133b,heart,5/18/2021 3:47,GIF,soccer,positive,60,,,,,,,,,5/18/2021 3:47,May,,,
514,baa2db00-81ba-4c34-b17d-dd950bfa133b,super love,6/12/2021 22:03,GIF,soccer,positive,75,,,,,,,,,6/12/2021 22:03,June,,,
516,f98dde71-ce1d-4f6c-bb05-ae05779d2207,super love,8/2/2020 18:35,GIF,soccer,positive,75,,,,,,,,,8/2/2020 18:35,August,,,
517,f98dde71-ce1d-4f6c-bb05-ae05779d2207,hate,4/14/2021 13:48,GIF,soccer,negative,5,,,,,,,,,4/14/2021 13:48,April,,,
518,f98dde71-ce1d-4f6c-bb05-ae05779d2207,disgust,12/12/2020 23:02,GIF,soccer,negative,0,,,,,,,,,12/12/2020 23:02,December,,,
519,f98dde71-ce1d-4f6c-bb05-ae05779d2207,indifferent,8/24/2020 9:55,GIF,soccer,neutral,20,,,,,,,,,8/24/2020 9:55,August,,,
520,f98dde71-ce1d-4f6c-bb05-ae05779d2207,like,10/7/2020 9:31,GIF,soccer,positive,50,,,,,,,,,10/7/2020 9:31,October,,,
521,f98dde71-ce1d-4f6c-bb05-ae05779d2207,like,3/11/2021 14:45,GIF,soccer,positive,50,,,,,,,,,3/11/2021 14:45,March,,,
522,f98dde71-ce1d-4f6c-bb05-ae05779d2207,disgust,3/30/2021 23:01,GIF,soccer,negative,0,,,,,,,,,3/30/2021 23:01,March,,,
523,f98dde71-ce1d-4f6c-bb05-ae05779d2207,peeking,1/3/2021 4:02,GIF,soccer,neutral,35,,,,,,,,,1/3/2021 4:02,January,,,
524,f98dde71-ce1d-4f6c-bb05-ae05779d2207,peeking,5/30/2021 9:31,GIF,soccer,neutral,35,,,,,,,,,5/30/2021 9:31,May,,,
525,f98dde71-ce1d-4f6c-bb05-ae05779d2207,interested,4/27/2021 20:21,GIF,soccer,positive,30,,,,,,,,,4/27/2021 20:21,April,,,
526,f98dde71-ce1d-4f6c-bb05-ae05779d2207,indifferent,4/13/2021 13:42,GIF,soccer,neutral,20,,,,,,,,,4/13/2021 13:42,April,,,
527,f98dde71-ce1d-4f6c-bb05-ae05779d2207,indifferent,3/13/2021 16:37,GIF,soccer,neutral,20,,,,,,,,,3/13/2021 16:37,March,,,
528,f98dde71-ce1d-4f6c-bb05-ae05779d2207,adore,9/7/2020 11:48,GIF,soccer,positive,72,,,,,,,,,9/7/2020 11:48,September,,,
529,f98dde71-ce1d-4f6c-bb05-ae05779d2207,interested,2/6/2021 13:18,GIF,soccer,positive,30,,,,,,,,,2/6/2021 13:18,February,,,
530,f98dde71-ce1d-4f6c-bb05-ae05779d2207,scared,5/18/2021 9:28,GIF,soccer,negative,15,,,,,,,,,5/18/2021 9:28,May,,,
531,f98dde71-ce1d-4f6c-bb05-ae05779d2207,super love,4/25/2021 9:44,GIF,soccer,positive,75,,,,,,,,,4/25/2021 9:44,April,,,
532,f98dde71-ce1d-4f6c-bb05-ae05779d2207,dislike,2/28/2021 16:15,GIF,soccer,negative,10,,,,,,,,,2/28/2021 16:15,February,,,
533,f98dde71-ce1d-4f6c-bb05-ae05779d2207,disgust,10/22/2020 3:40,GIF,soccer,negative,0,,,,,,,,,10/22/2020 3:40,October,,,
534,f98dde71-ce1d-4f6c-bb05-ae05779d2207,peeking,5/24/2021 22:19,GIF,soccer,neutral,35,,,,,,,,,5/24/2021 22:19,May,,,
535,f98dde71-ce1d-4f6c-bb05-ae05779d2207,intrigued,1/25/2021 6:22,GIF,soccer,positive,45,,,,,,,,,1/25/2021 6:22,January,,,
536,f98dde71-ce1d-4f6c-bb05-ae05779d2207,interested,11/16/2020 6:37,GIF,soccer,positive,30,,,,,,,,,11/16/2020 6:37,November,,,
537,f98dde71-ce1d-4f6c-bb05-ae05779d2207,dislike,10/25/2020 11:15,GIF,soccer,negative,10,,,,,,,,,10/25/2020 11:15,October,,,
538,f98dde71-ce1d-4f6c-bb05-ae05779d2207,interested,4/18/2021 11:43,GIF,soccer,positive,30,,,,,,,,,4/18/2021 11:43,April,,,
539,f98dde71-ce1d-4f6c-bb05-ae05779d2207,indifferent,6/3/2021 19:13,GIF,soccer,neutral,20,,,,,,,,,6/3/2021 19:13,June,,,
540,f98dde71-ce1d-4f6c-bb05-ae05779d2207,love,10/26/2020 12:50,GIF,soccer,positive,65,,,,,,,,,10/26/2020 12:50,October,,,
541,f98dde71-ce1d-4f6c-bb05-ae05779d2207,indifferent,9/8/2020 7:08,GIF,soccer,neutral,20,,,,,,,,,9/8/2020 7:08,September,,,
542,f98dde71-ce1d-4f6c-bb05-ae05779d2207,dislike,12/2/2020 8:56,GIF,soccer,negative,10,,,,,,,,,12/2/2020 8:56,December,,,
543,f98dde71-ce1d-4f6c-bb05-ae05779d2207,adore,11/18/2020 8:02,GIF,soccer,positive,72,,,,,,,,,11/18/2020 8:02,November,,,
544,f98dde71-ce1d-4f6c-bb05-ae05779d2207,adore,5/25/2021 14:14,GIF,soccer,positive,72,,,,,,,,,5/25/2021 14:14,May,,,
545,f98dde71-ce1d-4f6c-bb05-ae05779d2207,indifferent,4/26/2021 6:00,GIF,soccer,neutral,20,,,,,,,,,4/26/2021 6:00,April,,,
546,f98dde71-ce1d-4f6c-bb05-ae05779d2207,peeking,1/30/2021 14:21,GIF,soccer,neutral,35,,,,,,,,,1/30/2021 14:21,January,,,
547,f98dde71-ce1d-4f6c-bb05-ae05779d2207,peeking,7/23/2020 2:21,GIF,soccer,neutral,35,,,,,,,,,7/23/2020 2:21,July,,,
548,f98dde71-ce1d-4f6c-bb05-ae05779d2207,cherish,12/6/2020 14:59,GIF,soccer,positive,70,,,,,,,,,12/6/2020 14:59,December,,,
549,f98dde71-ce1d-4f6c-bb05-ae05779d2207,cherish,6/13/2021 3:27,GIF,soccer,positive,70,,,,,,,,,6/13/2021 3:27,June,,,
550,f98dde71-ce1d-4f6c-bb05-ae05779d2207,intrigued,1/23/2021 2:20,GIF,soccer,positive,45,,,,,,,,,1/23/2021 2:20,January,,,
551,f98dde71-ce1d-4f6c-bb05-ae05779d2207,intrigued,7/14/2020 8:11,GIF,soccer,positive,45,,,,,,,,,7/14/2020 8:11,July,,,
552,f98dde71-ce1d-4f6c-bb05-ae05779d2207,heart,4/23/2021 22:20,GIF,soccer,positive,60,,,,,,,,,4/23/2021 22:20,April,,,
554,388bd9db-9d10-4f47-87c4-6db46e83bc95,interested,8/22/2020 23:58,video,education,positive,30,,,,,,,,,8/22/2020 23:58,August,,,
555,388bd9db-9d10-4f47-87c4-6db46e83bc95,like,4/3/2021 23:11,video,education,positive,50,,,,,,,,,4/3/2021 23:11,April,,,
556,388bd9db-9d10-4f47-87c4-6db46e83bc95,cherish,4/14/2021 19:59,video,education,positive,70,,,,,,,,,4/14/2021 19:59,April,,,
557,388bd9db-9d10-4f47-87c4-6db46e83bc95,adore,4/15/2021 17:03,video,education,positive,72,,,,,,,,,4/15/2021 17:03,April,,,
558,388bd9db-9d10-4f47-87c4-6db46e83bc95,want,5/23/2021 16:22,video,education,positive,70,,,,,,,,,5/23/2021 16:22,May,,,
559,388bd9db-9d10-4f47-87c4-6db46e83bc95,dislike,10/3/2020 13:46,video,education,negative,10,,,,,,,,,10/3/2020 13:46,October,,,
560,388bd9db-9d10-4f47-87c4-6db46e83bc95,like,8/9/2020 7:58,video,education,positive,50,,,,,,,,,8/9/2020 7:58,August,,,
561,388bd9db-9d10-4f47-87c4-6db46e83bc95,want,12/16/2020 1:34,video,education,positive,70,,,,,,,,,12/16/2020 1:34,December,,,
562,388bd9db-9d10-4f47-87c4-6db46e83bc95,super love,4/28/2021 9:23,video,education,positive,75,,,,,,,,,4/28/2021 9:23,April,,,
563,388bd9db-9d10-4f47-87c4-6db46e83bc95,scared,3/31/2021 1:01,video,education,negative,15,,,,,,,,,3/31/2021 1:01,March,,,
564,388bd9db-9d10-4f47-87c4-6db46e83bc95,cherish,3/12/2021 0:42,video,education,positive,70,,,,,,,,,3/12/2021 0:42,March,,,
565,388bd9db-9d10-4f47-87c4-6db46e83bc95,disgust,3/31/2021 0:16,video,education,negative,0,,,,,,,,,3/31/2021 0:16,March,,,
566,388bd9db-9d10-4f47-87c4-6db46e83bc95,love,6/16/2021 0:13,video,education,positive,65,,,,,,,,,6/16/2021 0:13,June,,,
567,388bd9db-9d10-4f47-87c4-6db46e83bc95,like,6/3/2021 12:45,video,education,positive,50,,,,,,,,,6/3/2021 12:45,June,,,
568,388bd9db-9d10-4f47-87c4-6db46e83bc95,dislike,4/19/2021 5:11,video,education,negative,10,,,,,,,,,4/19/2021 5:11,April,,,
569,388bd9db-9d10-4f47-87c4-6db46e83bc95,heart,3/25/2021 22:25,video,education,positive,60,,,,,,,,,3/25/2021 22:25,March,,,
570,388bd9db-9d10-4f47-87c4-6db46e83bc95,indifferent,12/4/2020 16:38,video,education,neutral,20,,,,,,,,,12/4/2020 16:38,December,,,
571,388bd9db-9d10-4f47-87c4-6db46e83bc95,interested,12/17/2020 6:49,video,education,positive,30,,,,,,,,,12/17/2020 6:49,December,,,
572,388bd9db-9d10-4f47-87c4-6db46e83bc95,interested,7/22/2020 17:01,video,education,positive,30,,,,,,,,,7/22/2020 17:01,July,,,
574,78d0075f-895c-4a15-a35c-a921e2bb2cea,want,9/11/2020 19:13,photo,studying,positive,70,,,,,,,,,9/11/2020 19:13,September,,,
575,78d0075f-895c-4a15-a35c-a921e2bb2cea,super love,4/30/2021 9:22,photo,studying,positive,75,,,,,,,,,4/30/2021 9:22,April,,,
576,78d0075f-895c-4a15-a35c-a921e2bb2cea,scared,12/13/2020 15:10,photo,studying,negative,15,,,,,,,,,12/13/2020 15:10,December,,,
577,78d0075f-895c-4a15-a35c-a921e2bb2cea,love,3/28/2021 17:20,photo,studying,positive,65,,,,,,,,,3/28/2021 17:20,March,,,
578,78d0075f-895c-4a15-a35c-a921e2bb2cea,hate,3/23/2021 13:28,photo,studying,negative,5,,,,,,,,,3/23/2021 13:28,March,,,
579,78d0075f-895c-4a15-a35c-a921e2bb2cea,cherish,8/1/2020 2:18,photo,studying,positive,70,,,,,,,,,8/1/2020 2:18,August,,,
580,78d0075f-895c-4a15-a35c-a921e2bb2cea,adore,5/2/2021 1:43,photo,studying,positive,72,,,,,,,,,5/2/2021 1:43,May,,,
581,78d0075f-895c-4a15-a35c-a921e2bb2cea,love,6/9/2021 12:33,photo,studying,positive,65,,,,,,,,,6/9/2021 12:33,June,,,
582,78d0075f-895c-4a15-a35c-a921e2bb2cea,dislike,8/27/2020 6:31,photo,studying,negative,10,,,,,,,,,8/27/2020 6:31,August,,,
583,78d0075f-895c-4a15-a35c-a921e2bb2cea,intrigued,4/12/2021 16:22,photo,studying,positive,45,,,,,,,,,4/12/2021 16:22,April,,,
584,78d0075f-895c-4a15-a35c-a921e2bb2cea,adore,7/6/2020 18:54,photo,studying,positive,72,,,,,,,,,7/6/2020 18:54,July,,,
585,78d0075f-895c-4a15-a35c-a921e2bb2cea,hate,1/22/2021 15:32,photo,studying,negative,5,,,,,,,,,1/22/2021 15:32,January,,,
586,78d0075f-895c-4a15-a35c-a921e2bb2cea,hate,5/24/2021 5:36,photo,studying,negative,5,,,,,,,,,5/24/2021 5:36,May,,,
587,78d0075f-895c-4a15-a35c-a921e2bb2cea,cherish,6/11/2021 9:36,photo,studying,positive,70,,,,,,,,,6/11/2021 9:36,June,,,
588,78d0075f-895c-4a15-a35c-a921e2bb2cea,like,4/27/2021 15:45,photo,studying,positive,50,,,,,,,,,4/27/2021 15:45,April,,,
589,78d0075f-895c-4a15-a35c-a921e2bb2cea,love,3/6/2021 20:42,photo,studying,positive,65,,,,,,,,,3/6/2021 20:42,March,,,
590,78d0075f-895c-4a15-a35c-a921e2bb2cea,heart,11/17/2020 12:11,photo,studying,positive,60,,,,,,,,,11/17/2020 12:11,November,,,
591,78d0075f-895c-4a15-a35c-a921e2bb2cea,indifferent,5/30/2021 19:32,photo,studying,neutral,20,,,,,,,,,5/30/2021 19:32,May,,,
592,78d0075f-895c-4a15-a35c-a921e2bb2cea,worried,1/17/2021 6:34,photo,studying,negative,12,,,,,,,,,1/17/2021 6:34,January,,,
593,78d0075f-895c-4a15-a35c-a921e2bb2cea,adore,5/11/2021 2:06,photo,studying,positive,72,,,,,,,,,5/11/2021 2:06,May,,,
594,78d0075f-895c-4a15-a35c-a921e2bb2cea,peeking,9/6/2020 2:58,photo,studying,neutral,35,,,,,,,,,9/6/2020 2:58,September,,,
595,78d0075f-895c-4a15-a35c-a921e2bb2cea,love,12/4/2020 7:19,photo,studying,positive,65,,,,,,,,,12/4/2020 7:19,December,,,
596,78d0075f-895c-4a15-a35c-a921e2bb2cea,worried,7/12/2020 18:21,photo,studying,negative,12,,,,,,,,,7/12/2020 18:21,July,,,
597,78d0075f-895c-4a15-a35c-a921e2bb2cea,indifferent,1/9/2021 9:06,photo,studying,neutral,20,,,,,,,,,1/9/2021 9:06,January,,,
598,78d0075f-895c-4a15-a35c-a921e2bb2cea,intrigued,6/14/2021 4:29,photo,studying,positive,45,,,,,,,,,6/14/2021 4:29,June,,,
599,78d0075f-895c-4a15-a35c-a921e2bb2cea,heart,4/5/2021 13:43,photo,studying,positive,60,,,,,,,,,4/5/2021 13:43,April,,,
600,78d0075f-895c-4a15-a35c-a921e2bb2cea,love,9/10/2020 3:38,photo,studying,positive,65,,,,,,,,,9/10/2020 3:38,September,,,
601,78d0075f-895c-4a15-a35c-a921e2bb2cea,scared,3/17/2021 8:39,photo,studying,negative,15,,,,,,,,,3/17/2021 8:39,March,,,
602,78d0075f-895c-4a15-a35c-a921e2bb2cea,scared,12/18/2020 0:13,photo,studying,negative,15,,,,,,,,,12/18/2020 0:13,December,,,
603,78d0075f-895c-4a15-a35c-a921e2bb2cea,love,3/2/2021 0:46,photo,studying,positive,65,,,,,,,,,3/2/2021 0:46,March,,,
604,78d0075f-895c-4a15-a35c-a921e2bb2cea,like,1/8/2021 14:35,photo,studying,positive,50,,,,,,,,,1/8/2021 14:35,January,,,
605,78d0075f-895c-4a15-a35c-a921e2bb2cea,scared,10/11/2020 9:52,photo,studying,negative,15,,,,,,,,,10/11/2020 9:52,October,,,
606,78d0075f-895c-4a15-a35c-a921e2bb2cea,heart,2/1/2021 6:48,photo,studying,positive,60,,,,,,,,,2/1/2021 6:48,February,,,
607,78d0075f-895c-4a15-a35c-a921e2bb2cea,disgust,12/7/2020 0:39,photo,studying,negative,0,,,,,,,,,12/7/2020 0:39,December,,,
608,78d0075f-895c-4a15-a35c-a921e2bb2cea,like,8/9/2020 19:37,photo,studying,positive,50,,,,,,,,,8/9/2020 19:37,August,,,
609,78d0075f-895c-4a15-a35c-a921e2bb2cea,worried,2/23/2021 18:03,photo,studying,negative,12,,,,,,,,,2/23/2021 18:03,February,,,
610,78d0075f-895c-4a15-a35c-a921e2bb2cea,scared,6/2/2021 6:53,photo,studying,negative,15,,,,,,,,,6/2/2021 6:53,June,,,
611,78d0075f-895c-4a15-a35c-a921e2bb2cea,heart,1/8/2021 19:20,photo,studying,positive,60,,,,,,,,,1/8/2021 19:20,January,,,
612,78d0075f-895c-4a15-a35c-a921e2bb2cea,like,12/3/2020 7:55,photo,studying,positive,50,,,,,,,,,12/3/2020 7:55,December,,,
613,78d0075f-895c-4a15-a35c-a921e2bb2cea,disgust,4/7/2021 22:07,photo,studying,negative,0,,,,,,,,,4/7/2021 22:07,April,,,
614,78d0075f-895c-4a15-a35c-a921e2bb2cea,disgust,7/6/2020 19:29,photo,studying,negative,0,,,,,,,,,7/6/2020 19:29,July,,,
615,78d0075f-895c-4a15-a35c-a921e2bb2cea,cherish,11/11/2020 14:07,photo,studying,positive,70,,,,,,,,,11/11/2020 14:07,November,,,
616,78d0075f-895c-4a15-a35c-a921e2bb2cea,intrigued,4/10/2021 21:27,photo,studying,positive,45,,,,,,,,,4/10/2021 21:27,April,,,
617,78d0075f-895c-4a15-a35c-a921e2bb2cea,indifferent,2/25/2021 17:26,photo,studying,neutral,20,,,,,,,,,2/25/2021 17:26,February,,,
618,78d0075f-895c-4a15-a35c-a921e2bb2cea,peeking,11/30/2020 17:57,photo,studying,neutral,35,,,,,,,,,11/30/2020 17:57,November,,,
619,78d0075f-895c-4a15-a35c-a921e2bb2cea,hate,11/25/2020 19:16,photo,studying,negative,5,,,,,,,,,11/25/2020 19:16,November,,,
620,78d0075f-895c-4a15-a35c-a921e2bb2cea,adore,6/8/2021 23:06,photo,studying,positive,72,,,,,,,,,6/8/2021 23:06,June,,,
622,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,super love,12/27/2020 17:21,photo,travel,positive,75,,,,,,,,,12/27/2020 17:21,December,,,
623,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,worried,5/21/2021 11:57,photo,travel,negative,12,,,,,,,,,5/21/2021 11:57,May,,,
